ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
329,aa5afa42-2237-4681-9d2f-a2ff895cfc33,3/8/2024 11:52:21 PM,esteban.lopezochoa_utsa,3/18/2024 4:38:18 PM,esteban.lopezochoa_utsa,2/20/2024 5:26:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Slab on grade,,No,Doors_and_windows_are_hard_to_o,,Fair,2,Pitched,,,Asphalt_shingles,,100 asphalt,Black,Fair,Multiple separated structures,,,NA / Cannot tell,,,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,"Wood_siding_(board_and_batten_/,Stucco",,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Good,Fair,Operable,,Cannot tell,,Yes,,,,Aluminium,Single pane,,"30,40,30,40",Iron_Bars,,,,"No_issues,Isolated_damage_that_can_be_rep",,Severe,Fair,Fair,Fair,Glazed doors,,Wood,,,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,3-10,No,,other,Old,Fair,Chain-link,,,Severe,Concrete,,,,Perennial_tree,2,"Indoor_furniture_or_appliances_,Repurposed_seating",,Fair,"Foundations,Gutters_&_Downspouts,Mechanical_Systems,Windows,Hardscape,Fence,Roof,Exterior_walls,Landscape,Doors,Trees",7,Roof_has_minor_issues_or_old_–_,Single-hung,,Leaned_or_slanted_(severe),5,,Esteban Lopez Ochoa,,511054,Yes,,-98.5131730411713,29.4238919994905
330,464d8629-fe8b-4135-951d-d253572cd517,3/8/2024 11:52:42 PM,esteban.lopezochoa_utsa,3/8/2024 11:52:42 PM,esteban.lopezochoa_utsa,3/8/2024 10:23:00 PM,,,,,,,,,Abandoned,,Single family home,,1,other,Abandoned,,,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,5,Pitched,,,Asphalt_shingles,,100 asphalt,Dark (Grey/ Red/Blue/Brown),Fair,Multiple separated structures,,"Bordered windows, no trespassing sign
Overgrown grass","Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Non-operable,,Historic/Old,,Yes,,,,Wood,,,"30, 10, 30, 20",,,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Screens,,,,"Non_operable_(severe),Missing_or_chipped_paint_(fair)",,Severe,Severe,Severe,None,,,No,,other,None,Disagree,Chain-link,,,Severe,None,,,,"Grass,Perennial_tree,Deciduous_tree",3,"Overgrown_grass/weeds_(severe),Non-functioned_vehicles_(non-re",,Severe,"Exterior_walls,Foundations,Windows,Doors,Gutters_&_Downspouts,Roof,Fence,Hardscape,Mechanical_Systems,Landscape,Trees",1,Roof_has_minor_issues_or_old_–_,Single-hung,,Non-operable_(severe),2,,Esteban Lopez Ochoa,,511363,Yes,,-98.513934034162,29.422888979047
331,907b73c6-9b3f-42ba-bf1e-a99a9c62b851,3/8/2024 11:53:06 PM,esteban.lopezochoa_utsa,3/8/2024 11:53:06 PM,esteban.lopezochoa_utsa,3/8/2024 10:34:00 PM,,,,,,,,,Abandoned,,Single family home,,1,other,Abandoned,,,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Doors_and_windows_are_hard_to_o,Cracks_on_walls_and_or_porch_(s",,Severe,5,Flat,,,other,Cannot tell,Cannot tell,other,Severe,Single structure,,"Bordered door and windows, overgrown grass","Yes, historic with current hist",,,,NA,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Holes_large_cracks_gaps_and_pen,,Severe,Severe,Severe,Non-operable,,Cannot tell,,Yes,,,,Wood,Single pane,,NA,,,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,other,NA,Wood,,,,,,"Non_operable_(severe),Rooted_broken_or_missing_parts?",,Severe,Severe,Severe,None,,,No,,Broken_or_missing_parts_(severe,,Disagree,Chain-link,,,Severe,None,,,,None,5,"Overgrown_grass/weeds_(severe),Indoor_furniture_or_appliances_,other",Wood siding debrief ,Severe,"Exterior_walls,Windows,Doors,Gutters_&_Downspouts,Roof,Foundations,Fence,Hardscape,Landscape,Mechanical_Systems,Trees",1,Large_portion_of_roof_missing/s,Single-hung,,Leaned_or_slanted_(severe),,,Esteban Lopez Ochoa,,1090550,Yes,,-98.513966975042,29.422819995984
332,27fe9dc5-4fe2-4a71-8d53-15678859b43f,3/8/2024 11:53:41 PM,esteban.lopezochoa_utsa,3/8/2024 11:53:41 PM,esteban.lopezochoa_utsa,3/8/2024 10:44:00 PM,,,,,,,,,Occupied,,Single family home,,2,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev",,Severe,3,Pitched,,,other,Cannot tell,Cannot tell,other,Severe,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,Cannot tell,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,"Wood_siding_(board_and_batten_/,Brick",,other,Orange,,Localized_loose_or_rotting_mate,,Fair,Severe,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,"30,30,40,30",Iron_Bars,,,,"Isolated_damage_that_can_be_rep,other",Old,Fair,Fair,Severe,Severe,Solid exterior doors,,Wood,,,,,,Missing_or_chipped_paint_(fair),,Fair,Fair,Fair,Window_AC_units,,4-15,No,,other,Old,Fair,None,,,,None,,,,"Grass,Perennial_tree",2,"Overgrown_grass/weeds_(severe),other",Standing septic water,Severe,"Exterior_walls,Foundations,Windows,Gutters_&_Downspouts,Mechanical_Systems,Roof,Doors,Landscape,Hardscape,Trees,Fence",4,other,Double-hung,,,,Cannot tell,Esteban Lopez Ochoa,,511361,Yes,,-98.514332006925,29.422891996532
333,2bf9680a-9b06-445a-a2f0-164f50cb3eef,3/8/2024 11:53:52 PM,esteban.lopezochoa_utsa,3/8/2024 11:53:52 PM,esteban.lopezochoa_utsa,3/8/2024 10:57:00 PM,,,,,,,,,Occupied,,Multifamily home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s",,Severe,2,Pitched,,,Metal,,100 metal,Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,,Crossed-gabled,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Localized_roof_drainage_issues_",,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"Holes_cracks_breaks_(severe),Poorly_attached_exterior_siding",,Severe,Fair,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,"30,30,40,30",Screens,,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Severe,Fair,Glazed doors,,Wood,,Screens,,,,No_issues,,Good,Fair,Fair,Window_AC_units,,5-13,No,,other,Old,Fair,None,,,,None,,,,"Grass,Established_landscape/shrubs,Perennial_tree,Deciduous_tree",6,No_issues,,Fair,"Foundations,Exterior_walls,Gutters_&_Downspouts,Roof,Windows,Mechanical_Systems,Doors,Landscape,Hardscape,Trees,Fence",5,Roof_has_minor_issues_or_old_–_,Double-hung,,,,,Esteban Lopez Ochoa,,,Yes,,-98.514617997461,29.422949999302
334,6694539f-0c7c-4ec5-be36-f89c66c276be,3/12/2024 4:07:56 PM,,3/18/2024 5:03:35 PM,esteban.lopezochoa_utsa,3/12/2024 3:21:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev,Water_leaks_(fair),Poor_drainage_around_the_house_",,Severe,1,Pitched,,,"Metal,Asphalt_shingles,other",Plastic tarp,90% plastic 5%metal 5% shingles,Black,Severe,Single structure,,,"Yes, historic property without",,"Canopies,Porch",Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Green,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Severe,Severe,Severe,Non-operable,,Historic/Old,,No,,,,Wood,Double pane,,50 west 25 south 25 north,Iron_Bars,,,,"Empty_casements_that_are_expose,Isolated_damage_that_can_be_rep",,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,"Rooted_broken_or_missing_parts?,Missing_or_chipped_paint_(fair)",,Severe,Severe,Severe,Window_AC_units,,1,No,,No_issues,,Fair,Steel/Metal,,,Good,None,,,,Grass,5,"No_issues,Indoor_furniture_or_appliances_",,Good,"Roof,Foundations,Exterior_walls,Windows,Doors,Gutters_&_Downspouts,Mechanical_Systems,Hardscape,Trees,Fence,Landscape",3,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",Double-hung,,,,,Blanca Rivera,,512185,Yes,,-98.5128439676507,29.418886997465
335,b90252f7-02fb-4fc3-8bce-4d12553be87f,3/12/2024 4:25:33 PM,,3/12/2024 4:25:33 PM,,3/12/2024 3:42:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,Cracks_on_walls_and_or_porch_(s,,Severe,3,Pitched,,,Asphalt_shingles,,100 asphalt,Light grey / Silver,Fair,Multiple separated structures,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,Some_roof_attachments_need_repl,,Fair,,,"Wood_siding_(board_and_batten_/,Mixed_Materials_(two_or_more_fr",,Light Grey/Silver,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate",,Severe,Severe,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,S20%; S20%; W20%; E40%,"Screens,Trims",,,,No_issues,,Good,Good,Good,Fair,Solid exterior doors,,Wood,,Trims,,,,No_issues,,Good,Good,Good,HVAC,,,Yes,,No_issues,,Good,Chain-link,,,Good,Concrete,,,,"Grass,Established_landscape/shrubs,Perennial_tree,Deciduous_tree",6,"Overgrown_grass/weeds_(severe),Indoor_furniture_or_appliances_",,Severe,"Exterior_walls,Roof,Foundations,Landscape,Windows,Gutters_&_Downspouts,Doors,Fence,Trees,Hardscape,Mechanical_Systems",8,Roof_has_minor_issues_or_old_–_,Single-hung,,,2,,Luissana Santibañez,,511142,Yes,,-98.521687965152,29.424650016904
336,6415df4a-5a76-418d-b5c0-26bbf832ac5f,3/12/2024 4:34:01 PM,,3/12/2024 4:34:01 PM,,3/12/2024 4:09:00 PM,,,,,,,,,Occupied,,Multifamily home,,1,Residential,,Multi-unit,,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev,Poor_drainage_around_the_house_,Doors_and_windows_are_hard_to_o",,Severe,1,Pitched,,,"Asphalt_shingles,Metal",,"100% metal building 1, 100% asphalt building 2",Light grey / Silver,Severe,Multiple separated structures,,,"Yes, historic property without",,Porch,Crossed-gabled,,No,,,,,,,,No_issues,,Fair,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Holes_large_cracks_gaps_and_pen,,Severe,Severe,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,"10 %E, 30%N,30%S,30%W","Iron_Bars,Trims",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,Window_AC_units,,1,No,,No_issues,,Fair,Steel/Metal,,,Good,None,,,,Grass,0,No_issues,,Fair,"Roof,Foundations,Exterior_walls,Doors,Windows,Mechanical_Systems,Landscape,Gutters_&_Downspouts,Fence,Trees,Hardscape",4,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",Single-hung,,,2,,other,Isabel,,Yes,,-98.5128566052191,29.4189798772382
337,60489fd5-b184-41a0-8f43-184a6bb8a08a,3/12/2024 4:53:32 PM,,3/18/2024 4:54:58 PM,esteban.lopezochoa_utsa,3/12/2024 4:35:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev,Water_leaks_(fair),Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Metal,,90 metal 10 wood,Light grey / Silver,Severe,Single structure,,,"Yes, historic property without",,Porch,Cross-hipped,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Some_roof_attachments_need_repl",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Severe,Severe,Severe,Non-operable,,Historic/Old,,No,,,,Wood,Double pane,,20 East 30 south 40 north 10 west,"Screens,Trims",,,,other, All the windows on this house are either boarded up or broken,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,"Rooted_broken_or_missing_parts?,Missing_or_chipped_paint_(fair)",,Severe,Severe,Severe,None,,,No,,"No_issues,Non-operable_(severe)",,Disagree,Steel/Metal,,,Good,None,,,,Grass,3,Overgrown_grass/weeds_(severe),,Fair,"Foundations,Roof,Windows,Exterior_walls,Mechanical_Systems,Gutters_&_Downspouts,Doors,Hardscape,Trees,Landscape,Fence",3,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",Double-hung,,,,,Blanca Rivera,,512166,Yes,,-98.5133379970253,29.4187180182975
338,59b5f511-2d3f-4258-b1de-28d3a4fa6b06,3/12/2024 4:53:35 PM,,3/18/2024 5:10:19 PM,esteban.lopezochoa_utsa,3/12/2024 3:13:00 PM,,,,,,,,,Occupied,,Multifamily home,,1,Residential,,Attached (row houses),,,,No,,Pier and beam,,No,Cracks_on_walls_and_or_porch_(s,,Fair,3.5,Pitched,,,Asphalt_shingles,,100,Light grey / Silver,Fair,other,Formerly 2 separate structures are connected with addition hallway structure,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Holes_cracks_breaks_(severe),,Severe,Severe,Severe,Operable,,Modern/Recent,,No,,,,Wood,Single pane,,"30%, 10%, 30% cannot determine","Screens,Iron_Bars",,,,No_issues,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,1-2,No,,No_issues,,Fair,Chain-link,,,Fair,None,,,,"Grass,Deciduous_tree",2,Overgrown_grass/weeds_(severe),,Severe,"Exterior_walls,Landscape,Fence,Foundations,Gutters_&_Downspouts,Mechanical_Systems,Windows,Trees,Hardscape,Roof,Doors",5,Missing_or_cracked_shingles_–_s,Single-hung,,Leaned_or_slanted_(severe),,,Leticia Sánchez,,512165,Yes,,-98.5133649867543,29.4190789849585
339,ed047971-701d-47cd-8353-07af5017c2f6,3/12/2024 5:09:35 PM,,3/12/2024 5:09:35 PM,,3/12/2024 3:45:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Multi-unit,,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Leaning_chimney_and_leaning_win,Wood_siding_is_not_leveled_(sev,Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Asphalt_shingles,,100% tejas de asfalto,Light grey / Silver,Good,Single structure,,,"Yes, historic property without",,Porch,Cross-hipped,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,Green,,,Poorly_attached_exterior_siding,,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,"Wood,Aluminium",Single pane,,Fachada 30%; lado izquierdo 15%; lado derecho 45%,Iron_Bars,,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,Window_AC_units,,3,No,,No_issues,,Good,Chain-link,,,Fair,Concrete,,,,Grass,3,"Indoor_furniture_or_appliances_,Overgrown_grass/weeds_(severe)",,Severe,"Mechanical_Systems,Foundations,Hardscape,Fence,Gutters_&_Downspouts,Roof,Exterior_walls,Windows,Trees,Landscape,Doors",5,No_issues,Single-hung,,Leaned_or_slanted_(severe),,,Evangelina Villanueva,,511143,Yes,,-98.5214772391598,29.4245993026168
340,eaf9b64a-696c-45b3-b988-9ebb4bf0b608,3/12/2024 5:09:59 PM,,3/12/2024 5:09:59 PM,,3/12/2024 4:20:00 PM,,,,,,,,,Occupied,,Multifamily home,,2,Residential,,Detached (standalone),,,,Yes,,other,Conctreto,No,"Leaning_chimney_and_leaning_win,Floors_are_sloping_(severe),Doors_and_windows_are_hard_to_o",,Fair,2,Pitched,,,Metal,,100% metal,Light grey / Silver,Fair,Multiple separated structures,,,"Yes, historic property without",,Porch,Crossed-gabled,,Yes,,Good,Most_roof_sides_have_gutters,All_roof_sides_have_elbows,Only_one_side_has_downspouts,Yes,Yes,No_issues,,Good,,,Wood_siding_(board_and_batten_/,,Dark Grey/Red/Blue,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,Aluminium,Single pane,,60%;20%20,Screens,,,,No_issues,,Good,Good,Good,Good,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,HVAC,,1,No,,No_issues,,Good,Steel/Metal,,,Good,Concrete,,,,"Grass,Deciduous_tree",4,"Indoor_furniture_or_appliances_,Dead/rotten_trees_(severe),Fountain,Art_work",,Fair,"Foundations,Roof,Landscape,Mechanical_Systems,Hardscape,Doors,Trees,Fence,Exterior_walls,Gutters_&_Downspouts,Windows",8,other,Double-hung,,,2,El techo está un poco sumido,Evangelina Villanueva,,511144,Yes,,-98.5219087403956,29.4245249690245
341,c767ab50-f7a2-4f8a-a7fa-8360d57c456f,3/12/2024 5:30:02 PM,,3/12/2024 5:30:02 PM,,3/12/2024 5:10:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Cracks_on_walls_and_or_porch_(s",,Severe,3,Pitched,,,Asphalt_shingles,,100%asfalt roof,Dark (Grey/ Red/Blue/Brown),Severe,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,"Wood_siding_(board_and_batten_/,Stucco",,Dark Grey/Red/Blue,,,,,Fair,Fair,Fair,Operable,,Modern/Recent,,Yes,,,,Aluminium,Single pane,,,other,2 cubiertas con madera,,,Empty_casements_that_are_expose,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Fair,Fair,Fair,None,,,No,,other,No hay,Disagree,Chain-link,,,Fair,Concrete,,,,"Grass,Perennial_tree",4,No_issues,,Fair,"Foundations,Roof,Windows,Mechanical_Systems,Gutters_&_Downspouts,Fence,Exterior_walls,Landscape,Trees,Doors,Hardscape",5,Large_portion_of_roof_missing/s,Single-hung,,,,,Evangelina Villanueva,,511145,Yes,,-98.5222070398332,29.4242249210245
342,4031bb47-9d15-4ff6-b1ff-dedfa103afb5,3/15/2024 9:17:15 PM,,3/15/2024 9:17:15 PM,,3/15/2024 8:37:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Leaning_chimney_and_leaning_win,Water_leaks_(fair)",,Fair,5,Pitched,,,Metal,,Pintura,other,Fair,Single structure,,,"Yes, historic property without",,"Porch,Canopies",Crossed-gabled,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Ground_slope_goes_towards_the_h,Some_roof_attachments_need_repl",,Fair,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Localized_loose_or_rotting_mate,,Severe,Severe,Severe,Operable,,Modern/Recent,,No,,,,Aluminium,Double pane,,S 50%   N20% ,Shutters,,,,Isolated_damage_that_can_be_rep,,Severe,Fair,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Severe,Severe,Severe,"Fans_only_(if_visible),Window_AC_units",,,No,,"No_issues,Broken_or_missing_parts_(severe",,Disagree,Chain-link,,,,Concrete,,,,"Grass,None",4,"No_issues,Non-functioned_vehicles_(non-re",,Fair,"Foundations,Exterior_walls,Roof,Windows,Gutters_&_Downspouts,Fence,Landscape,Trees,Hardscape,Doors,Mechanical_Systems",5,other,Double-hung,,Broken_or_missing_parts_(severe,,,Olivia Cruz,,,Yes,,-98.5150585118934,29.4228250073164
343,339a4963-09de-410b-9276-82ad105620ca,3/15/2024 10:07:04 PM,,3/18/2024 5:16:04 PM,esteban.lopezochoa_utsa,3/15/2024 9:31:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,Poor_drainage_around_the_house_,,Fair,0.5,Pitched,,,other,Unfinished,100%,White/whitish,Fair,Multiple separated structures,,,Not historic (if built after 19,,Porch,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Fair,,,Wood_siding_(board_and_batten_/,,other,Beige,,Localized_loose_or_rotting_mate,,Severe,Fair,Fair,Operable,,Modern/Recent,,No,,,,Aluminium,Single pane,,"N40  , E0. , S40, W0","Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,,,,,No_issues,,Fair,Fair,Fair,Window_AC_units,,1_4,other,No HVAC,No_issues,,Fair,Wrought Iron,,,Good,Concrete,,,,"Grass,Deciduous_tree",2,"Overgrown_grass/weeds_(severe),Fountain",,Severe,"Roof,Exterior_walls,Landscape,Doors,Windows,Foundations,Gutters_&_Downspouts,Hardscape,Trees,Mechanical_Systems,Fence",6,other,Single-hung,,,2,"No tiles, unfinished",Leticia Sánchez,,532047,Yes,,-98.5185178180653,29.4169101156259
344,909b81a8-6eb9-4218-83b9-20a9cfcd56ca,3/19/2024 3:46:08 PM,,3/19/2024 3:46:08 PM,,3/19/2024 3:43:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luissana Santibañez,,,No,"Demolished, empty lot",-98.5152803785757,29.4261047040128
345,dd4c3da2-194c-4494-b7c8-bae4429062de,3/19/2024 3:55:28 PM,armando.dominguez_utsa,3/20/2024 4:22:47 PM,esteban.lopezochoa_utsa,3/19/2024 3:38:00 PM,,,,,,,,,Occupied,,Single family home,,2,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Cracks_on_walls_and_or_porch_(s,Wood_siding_is_not_leveled_(sev,Water_leaks_(fair),Poor_drainage_around_the_house_",,Severe,2,Pitched,,,Asphalt_shingles,,100% Asphalt Shingle,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,Porch,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Ground_slope_goes_towards_the_h",,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate",,Fair,Severe,Severe,Operable,,Modern/Recent,,No,,,,"Wood,Aluminium",other,Both single and double,20%,"Trims,Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,"HVAC,Window_AC_units",,2,Cannot tell,,No_issues,,Good,Chain-link,,,Severe,Concrete,,,,"Grass,Established_landscape/shrubs,Perennial_tree,Deciduous_tree",5,Overgrown_grass/weeds_(severe),,Severe,"Foundations,Exterior_walls,Landscape,Gutters_&_Downspouts,Fence,Windows,Hardscape,Mechanical_Systems,Doors,Trees,Roof",4,No_issues,"Single-hung,Sliding_window",,"Broken_or_missing_parts_(severe,Leaned_or_slanted_(severe)",,,Armando Dominguez (GRA),,510944,Yes,,-98.5149027506875,29.4258961728423
