ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and time of your visit,Does this house shows clear signs of housing decay conditions?,Roof,Exterior Walls,Front yard,Foundation,Roof Notes,Number of structures,Other - Number of structures,Occupancy status,Other - Occupancy status,Property type,Other - Property type,Number of stories (main structure),Current Use,Other - Current Use,Type of residential structure,Other - Type of residential structure,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Does the property shows “rascuache” elements?,Other - Does the property shows “rascuache” elements?,Foundation type,Other - Foundation type,Is there a basement?,Foundation Observations,Other - Foundation Observations,Assessment Score - Foundation,First floor height in feet,Roof type,Other roof system (please specify) - Roof type,Roof finishes,Roof material,Other - Roof material,Roof composition,Roof color,Assessment Score - Roof,Number of structures,Other - Number of structures,Describe the signs that make you suggest that this is an abandoned property,Does the property appear to be historic or have historic use?,Other - Does the property appear to be historic or have historic use?,Are there additional roof elements attached to the main roof structure?,Type of pitch roof,Other - Roof color,Gutters and downspouts,Other - Gutters and downspouts,Gutter conditions,Gutter Location,Elbows,Downspouts Location,Splash block or hard surface nearby downspouts,Adequate slope/outward slope or drainage nearby downspouts,Gutters and Downspouts - Observations,Other - Gutters and Downspouts - Observations,Gutters and Downspouts - Assessment score,Other - Are there additional roof elements attached to the main roof structure?,Other - Type of pitch roof,Wall Structure/Veneer,Other - Wall Structure/Veneer,"If paint layer added, specify the color","Other - If paint layer added, specify the color",Insulation,Walls overall Observations,Other - Walls overall Observations,Assessment score - Walls' structural integrity,Assessment score - Coating condition,Assessment score - Walls overall,Windows function,Other - Windows function,Windows appearance,Other - Windows appearance,Are there any missing windows?,Other - Are there any missing windows?,Windows type,Other - Windows type,Windows material,Window assembly,Other - Window assembly,"Window/façade ratio (North, East, South, West)",Additional Elements,Other - Additional Elements,Are the windows recycled?,Other - Are the windows recycled?,Windows Observations,Other - Windows Observations,Window condition - Assembly,Window condition - Frames,Window condition - Coating,Window assessment score - overall, Type of doors,Other -  Type of doors,Door materials,Other - Door materials,Other door elements,Other - Other door elements,Are there any recycled doors?,Other - Are there any recycled doors?,Doors Observations,Other - Doors Observations,Door condition - Structural Integrity,Door condition - coating,Door assessment score - overall,Type of system present,Other - Type of system present,What is the ratio of AC units to Windows?,Are there any signs of recent installation of mechanical systems?,Other - Are there any signs of recent installation of mechanical systems?,Mechanical Systems Observations,Other - Mechanical Systems Observations,Mechanical Systems Assessment Score - Overall,Fence type,Other - Fence type,Fence Observations,Fence assessment score,Hardscape type,Other - Hardscape type,Does hardscape allows for correct drainage?,Hardcape assessment score,Landscape type,Landscape - Number of trees,Landscape Observations,Other - Landscape Observations,Landscape assessment score,Rank the home elements that require attention from the highest to the lowest priority,Rate the overall home condition,Roof observations,Windows type ,Other - Windows type ,Fence Observations,Multiple separated structures ,Other - Roof observations,Respondent's Name,Other - Respondent's Name,Address ID Number,Are you able to survey this address?,Reason,x,y
307,25d4c06a-24c8-4e71-bba5-ff3e1c48d0d7,3/8/2024 11:01:12 PM,,3/8/2024 11:01:12 PM,,3/8/2024 10:06:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,other,Cracks on the foundation slab ,Fair,0.5,Pitched,,,Asphalt_shingles,,Asphalt 100%,Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,Not historic (if built after 19,,,Crossed-gabled,,Yes,,Good,Some_roof_sides_have_gutters,Some_roof_sides_have_elbows,Some_roof_sides_have_downspouts,Yes,No,Ground_slope_goes_towards_the_h,,Fair,,,"Brick,Wood_siding_(board_and_batten_/",,Light Grey/Silver,,,Holes_cracks_breaks_(severe),,Good,Fair,Fair,Operable,,Modern/Recent,,No,,,,"Aluminium,Wood",Single pane,,"40%, 0%, 10%, 5%","Iron_Bars,Screens",,,,No_issues,,Good,Fair,Fair,Fair,Solid exterior doors,,Vinyl,,Iron gates,,,,No_issues,,Good,Good,Good,"Window_AC_units,HVAC",,1-5,No,,No_issues,,Good,Wood_,,,Fair,Concrete,,,,"Grass,Deciduous_tree,Perennial_tree",6,No_issues,,Good,"Exterior_walls,Foundations,Fence,Gutters_&_Downspouts,Windows,Mechanical_Systems,Trees,Roof,Hardscape,Doors,Landscape",7,No_issues,"Single-hung,Bow,Sliding_window",,Leaned_or_slanted_(severe),2,,Haoming Quin (GRA),,488543,Yes,,-98.504813014765,29.416181989674
308,230d648e-1ea0-49ea-a9d9-75898b9e99a9,3/8/2024 11:01:26 PM,,3/8/2024 11:01:26 PM,,3/8/2024 10:32:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,Wood_siding_is_not_leveled_(sev,,Severe,2,Pitched,,,Asphalt_shingles,,100% Asphat,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,No_issues,,Severe,,,Wood_siding_(board_and_batten_/,,other,Peach,,"Poorly_attached_exterior_siding,Localized_loose_or_rotting_mate",,Fair,Fair,Fair,Operable,,Modern/Recent,,No,,,,Vinyl,Single pane,,"10%, 45%, 20%, 20%","Iron_Bars,Screens",,,,Isolated_damage_that_can_be_rep,,Good,Fair,Fair,Good,Solid exterior doors,,Vinyl,,Iron gates,,,,No_issues,,Fair,Good,Good,Window_AC_units,,3,No,,No_issues,,Fair,Chain-link,,,Good,Concrete,,,,Grass,4,Repurposed_seating,,Fair,"Foundations,Roof,Exterior_walls,Hardscape,Gutters_&_Downspouts,Mechanical_Systems,Windows,Doors,Landscape,Fence,Trees",6,other,Single-hung,,,,,Sheikh Kenneh (GRA),,488232,Yes,,-98.5079600355587,29.4204468211368
309,ea6abc4e-b9c8-490d-a70a-0f821620dffa,3/8/2024 11:02:22 PM,,3/8/2024 11:02:22 PM,,3/8/2024 10:39:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Wall foundations,,No,"Floors_are_sloping_(severe),Water_leaks_(fair),Cracks_on_walls_and_or_porch_(s",,Severe,0,Pitched,,,Metal,,50%,other,Severe,Single structure,,,"Yes, historic property without",,Porch,Gabble_Roof,Rusted,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Localized_roof_drainage_issues_,Some_roof_attachments_need_repl,other",Roof partly mossing,Severe,,,Limestone_,,,,,"Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Severe,Severe,Severe,Non-operable,,Historic/Old,,Yes,,,,Wood,Single pane,,20,Screens,,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Shutters,,,,Non_operable_(severe),,Severe,Severe,Severe,"HVAC,Window_AC_units",,1,No,,"Broken_or_missing_parts_(severe,Water_leaks_or_bad_odors_(fair)",,Disagree,None,,,,None,,,,Grass,1,"Fountain,Dead/rotten_trees_(severe)",,Severe,"Fence,Exterior_walls,Doors,Roof,Gutters_&_Downspouts,Landscape,Windows,Trees,Hardscape,Foundations,Mechanical_Systems",1,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s,Roof_has_minor_issues_or_old_–_",Single-hung,,,,,Salomon Mendoza (student),,1019,Yes,,-98.509711985714,29.424585979164
310,0cbe51aa-bb39-444f-806f-e018f19d0613,3/8/2024 11:08:07 PM,,3/8/2024 11:08:07 PM,,3/8/2024 10:54:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,Doors_and_windows_are_hard_to_o,,Severe,3,Pitched,,,Asphalt_shingles,,100%,other,Severe,Single structure,,,"Yes, historic property without",,,,Red,No,,,,,,,,"other,No_gutters_downspouts_and_hard_",,Severe,,,Wood_siding_(board_and_batten_/,,other,Yellow ,,No_issues,,Fair,Fair,Fair,Non-operable,,Historic/Old,,Cannot tell,,,,Wood,Single pane,,"N:60, E:30%; S0% W:2",,,,,Isolated_damage_that_can_be_rep,,Severe,Severe,Severe,Severe,other,No se puede ver esta selladano se puedever,Cannot tell,,other,No se puede ver,,,Non_operable_(severe),,Severe,Severe,Severe,None,,,No,,"Non-operable_(severe),other",No tiene ,Disagree,Chain-link,,,Good,None,,,,None,3,No_issues,,Good,"Windows,Doors,Mechanical_Systems,Roof,Exterior_walls,Hardscape,Trees,Landscape,Foundations,Fence,Gutters_&_Downspouts",5,"Large_portion_of_roof_missing/s,Missing_or_cracked_shingles_–_s",Single-hung,,,,,Ana Polanco,,,Yes,,-98.509273025444,29.42630900509
311,d1b558cf-3695-482b-ab7f-611965db81fe,3/8/2024 11:14:11 PM,,3/8/2024 11:14:11 PM,,3/8/2024 10:08:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Asphalt_shingles,,100%,Dark (Grey/ Red/Blue/Brown),Good,Multiple separated structures,,,other,Yes but remodeled ,Porch,Gabble_Roof,,Yes,,Good,Most_roof_sides_have_gutters,Most_roof_sides_have_elbows,Only_one_side_has_downspouts,,Yes,No_issues,,Good,,,Wood_siding_(board_and_batten_/,,other,Azul,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,"Wood,Aluminium",Double pane,,"40%,30%,10%",Screens,,,,No_issues,,Good,Good,Good,Good,Glazed doors,,Wood,,,,,,No_issues,,Good,Good,Good,HVAC,,,Yes,,No_issues,,Good,Chain-link,,,Good,Concrete,,,,None,0,Overgrown_grass/weeds_(severe),,Severe,"Landscape,Trees,Gutters_&_Downspouts,Roof,Fence,Mechanical_Systems,Foundations,Hardscape,Doors,Exterior_walls,Windows",9,No_issues,Single-hung,,,2,,Evangelina Villanueva,,511014,Yes,,-98.5098765490515,29.4242499782036
312,23cb60e8-dae0-4819-8164-d6d2657c782d,3/8/2024 11:14:14 PM,,3/8/2024 11:14:14 PM,,3/8/2024 10:22:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelina Villanueva,,1037324,No,Apartamentos,-98.5102264190786,29.4244047398502
313,8184b6cd-5e97-4d0a-bd3a-081aab602133,3/8/2024 11:14:25 PM,,3/8/2024 11:14:25 PM,,3/8/2024 10:23:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Severe,0,Pitched,,,Metal,,100%,Light grey / Silver,Fair,Single structure,,,"Yes, historic with current hist",,Canopies,other,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,Front extensor vertically,"Wood_siding_(board_and_batten_/,other",,other,Brown,,"Localized_loose_or_rotting_mate,Holes_cracks_breaks_(severe)",,Severe,Severe,Severe,Operable,,Historic/Old,,No,,,,Wood,Single pane,,,"Trims,Screens,Iron_Bars",,,,No_issues,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Iron gates,,,,No_issues,,Good,Good,Good,Window_AC_units,,1-3,No,,No_issues,,Fair,Steel/Metal,,,Fair,Concrete,,,,Grass,2,No_issues,,Good,"Foundations,Roof,Fence,Mechanical_Systems,Exterior_walls,Gutters_&_Downspouts,Landscape,Hardscape,Windows,Doors,Trees",6,Roof_has_minor_issues_or_old_–_,Single-hung,,Leaned_or_slanted_(severe),,,Evangelina Villanueva,,511028,Yes,,-98.5102848494522,29.4244458518185
314,559f6abc-c8c3-46b6-832d-8c0f27b8709d,3/8/2024 11:14:40 PM,,3/8/2024 11:14:40 PM,,3/8/2024 10:35:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,No_issues,,Fair,1,Pitched,,,Asphalt_shingles,,100%,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,NA / Cannot tell,,Canopies,Gabble_Roof,,No,,,,,,,,No_gutters_downspouts_and_hard_,,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Localized_loose_or_rotting_mate,Poorly_attached_exterior_siding",,Good,Severe,Fair,Operable,,Historic/Old,,No,,,,"Wood,Aluminium",Single pane,,,Screens,,,,No_issues,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,,,,,other,Cannot tell,Good,Good,Good,Window_AC_units,,1-2,Cannot tell,,No_issues,,Good,Chain-link,,,Fair,Concrete,,,,Deciduous_tree,3,Overgrown_grass/weeds_(severe),,Fair,"Exterior_walls,Foundations,Gutters_&_Downspouts,Landscape,Fence,Roof,Mechanical_Systems,Trees,Doors,Windows,Hardscape",6,No_issues,Single-hung,,Leaned_or_slanted_(severe),,,Evangelina Villanueva,,1003,Yes,,-98.5096553625913,29.4242847121478
315,b5a735ae-8157-430a-b5cd-a476ecb2c0e0,3/8/2024 11:15:22 PM,,3/8/2024 11:15:22 PM,,3/8/2024 11:01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leticia Sánchez,,488241,No,Demolished ,-98.508436008593,29.42064401201
316,07f68396-52cf-42cc-80ab-45039762aa81,3/8/2024 11:15:23 PM,,3/8/2024 11:15:23 PM,,3/8/2024 11:05:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,René A González,,488245,No,Industrial warehouse ,-98.508496296284,29.42000892132
317,511f7cd2-fea8-4a22-88de-20ccac91b7a2,3/8/2024 11:15:24 PM,,3/8/2024 11:15:24 PM,,3/8/2024 11:07:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haoming Quin (GRA),,488247,No,Industrial warehouse ,-98.508550002476,29.420331995664
318,1f4a61c9-eec0-4b11-ab20-2d5f732c200b,3/8/2024 11:15:25 PM,,3/8/2024 11:15:25 PM,,3/8/2024 11:09:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haoming Quin (GRA),,488228,No,Industrial businesses ,-98.508785031041,29.419427001578
319,b41572b1-6bfe-455f-820c-8061f82f1016,3/8/2024 11:15:26 PM,,3/8/2024 11:15:26 PM,,3/8/2024 11:10:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Kenneh (GRA),,488236,No,Empty block,-98.508372331886,29.420961404357
320,acd88cb8-699e-4bdc-8b1d-0a71c73e6da4,3/8/2024 11:16:17 PM,,3/8/2024 11:16:17 PM,,3/8/2024 11:15:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheikh Kenneh (GRA),,488235,No,Not there,-98.508936388005,29.420655732705
321,8906e81c-9327-468a-8f6b-228955c65180,3/8/2024 11:20:07 PM,,3/8/2024 11:20:07 PM,,3/5/2024 4:37:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,Yes,,Pier and beam,,No,No_issues,,Good,2,Pitched,,,Asphalt_shingles,,100 asphalt,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,"Porch,Canopies",Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Ground_slope_goes_towards_the_h",,Severe,,,Vinyl_Siding_,,White/Whitish,,,No_issues,,Good,Good,Good,Operable,,Modern/Recent,,No,,,,"Aluminium,Vinyl",Single pane,,30; 25;30;25,"Screens,Iron_Bars",,,,Isolated_damage_that_can_be_rep,,Good,Fair,Fair,Fair,Glazed doors,,Wood,,Iron gates,,,,Missing_or_chipped_paint_(fair),,Good,Fair,Fair,Window_AC_units,,2-12,No,,No_issues,,Good,Chain-link,,,Good,Concrete,,,,"Established_landscape/shrubs,Perennial_tree,Deciduous_tree",5,No_issues,,Good,"Roof,Gutters_&_Downspouts,Windows,Hardscape,Doors,Exterior_walls,Landscape,Mechanical_Systems,Foundations,Fence,Trees",8,Missing_or_cracked_shingles_–_s,Single-hung,,,,,other,Maria Aponte,511625,Yes,,-98.5205200129157,29.4216282487305
322,7bfcda3a-d842-4f0b-abe2-0bfa4b4d41a4,3/8/2024 11:23:29 PM,,3/8/2024 11:23:29 PM,,3/5/2024 5:16:00 PM,,,,,,,,,Occupied,,Commercial_,,1,Residential,,Detached (standalone),,,,No,,Wall foundations,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Poor_drainage_around_the_house_",,Fair,2,other,4,,Asphalt_shingles,,40%,Light grey / Silver,Good,Single structure,,,"Yes, historic property without",,Porch,,,No,,,,,,,,"No_gutters_downspouts_and_hard_,No_issues",,Severe,,,Wood_siding_(board_and_batten_/,,other,Amarillo,,"other,Holes_large_cracks_gaps_and_pen",,Severe,Fair,Fair,Non-operable,,Historic/Old,,Yes,,,,Wood,Double pane,,"20, ",other,Tiered parches de carton ,,,"Empty_casements_that_are_expose,Isolated_damage_that_can_be_rep",,Severe,Severe,Severe,Severe,Solid exterior doors,,Aluminum,,Iron gates,,,,"Rooted_broken_or_missing_parts?,Missing_or_chipped_paint_(fair)",,Severe,Severe,Severe,None,,,No,,No_issues,,Disagree,other,La Mayoria Pisa de Tierra y um poco de asfalto,,Fair,Gravel,,No,Severe,"Established_landscape/shrubs,Grass,Perennial_tree,Deciduous_tree",5,No_issues,,Fair,"Windows,Exterior_walls,Gutters_&_Downspouts,Doors,Foundations,Landscape,Hardscape,Fence,Roof,Trees,Mechanical_Systems",6,No_issues,Single-hung,,,,,Araceli Herrera,,1902,Yes,,-98.5187288942094,29.4230049460097
323,2b9be118-c42a-45de-8a04-c28fe3d14326,3/8/2024 11:23:37 PM,,3/8/2024 11:23:37 PM,,3/8/2024 10:40:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,other,Vacant,,,,,No,,Pier and beam,,No,"other,Floors_are_sloping_(severe)",Some foundation issues but cannot fully see. Porch is sloping though,Severe,2,Pitched,,,Asphalt_shingles,,100% shingles,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic property without",,Porch,Hip_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Localized_roof_drainage_issues_",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Holes_large_cracks_gaps_and_pen,,Fair,Severe,Fair,Cannot tell,,Cannot tell,,Cannot tell,,,,Wood,other,Boarded up ,"20% north, cannot see others ",other,Boarded up ,,,other,Boarded up ,Severe,Severe,Severe,Severe,other,Boarded up - union ,Wood,,other,Boarded up ,,,other,Boarded up,Severe,Severe,Severe,None,,,No,,other,None seen ,Fair,Chain-link,,,Fair,Concrete,,,,"Grass,Deciduous_tree",3,"Dead/rotten_trees_(severe),other",Dead palm trees and poor concrete steps,Severe,"Windows,Doors,Gutters_&_Downspouts,Exterior_walls,Landscape,Mechanical_Systems,Trees,Roof,Hardscape,Foundations,Fence",5,"Missing_or_cracked_shingles_–_s,Roof_has_minor_issues_or_old_–_",other,All boarded up ,,,,Sarah Serpas,,,Yes,,-98.509106979942,29.426335994818
324,3dd27af2-70f6-40e3-9dac-0886925e469a,3/8/2024 11:23:54 PM,,3/8/2024 11:23:54 PM,,3/8/2024 10:57:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Wood_siding_is_not_leveled_(sev,Poor_drainage_around_the_house_",,Severe,3,Pitched,,,Asphalt_shingles,,100% shingles,Dark (Grey/ Red/Blue/Brown),Fair,Single structure,,,"Yes, historic with current hist",,Porch,Crossed-gabled,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._,Localized_roof_drainage_issues_",,Severe,,,Wood_siding_(board_and_batten_/,,Light Grey/Silver,,,"Holes_cracks_breaks_(severe),Localized_loose_or_rotting_mate,Holes_large_cracks_gaps_and_pen",,Severe,Severe,Severe,Cannot tell,,Modern/Recent,,Cannot tell,,,,"Vinyl,Wood",Single pane,,"30% north, 20% east, 30% west, cannot see south ","Iron_Bars,Screens,Trims",,,,Isolated_damage_that_can_be_rep,,Fair,Fair,Fair,Fair,Glazed doors,,Wood,,Trims,,,,other,Newer doors,Fair,Fair,Fair,Window_AC_units,,1 to 8 ,No,,No_issues,,Fair,Chain-link,,,Fair,Concrete,,,,"Grass,None",3,"Dead/rotten_trees_(severe),Repurposed_seating,Indoor_furniture_or_appliances_",,Severe,"Roof,Exterior_walls,Fence,Hardscape,Foundations,Gutters_&_Downspouts,Doors,Trees,Landscape,Mechanical_Systems,Windows",3,"Missing_or_cracked_shingles_–_s,Roof_has_minor_issues_or_old_–_",Single-hung,,Leaned_or_slanted_(severe),,,Sarah Serpas,,,Yes,,-98.509747022069,29.426361014799
325,adfbb429-5fab-43e9-b0c2-1ed88fdb752c,3/8/2024 11:25:20 PM,,3/8/2024 11:25:20 PM,,3/8/2024 10:26:00 PM,,,,,,,,,Vacant (not in the market),,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Doors_and_windows_are_hard_to_o,Floors_are_sloping_(severe),Leaning_chimney_and_leaning_win,Cracks_on_walls_and_or_porch_(s",,Severe,5,Pitched,,,Clay_tiles,,Tejas de arcilla,Black,Severe,Single structure,,,Not historic (if built after 19,,"Porch,other",Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Some_roof_attachments_need_repl",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Localized_loose_or_rotting_mate,,Fair,Fair,Fair,Non-operable,,Historic/Old,,Yes,,,,Wood,Double pane,,N30%e30%,other,No fiend,,,"Empty_casements_that_are_expose,Isolated_damage_that_can_be_rep",,Severe,Severe,Severe,Severe,other,Puberta rota,Wood,,other,,,,"Rooted_broken_or_missing_parts?,Non_operable_(severe)",,Severe,Severe,Severe,None,,,No,,other,,Fair,None,,,,None,,,,"Grass,Perennial_tree,None",4,"Dead/rotten_trees_(severe),Overgrown_grass/weeds_(severe)",,Fair,"Roof,Doors,Windows,Exterior_walls,Trees,Landscape,Gutters_&_Downspouts,Fence,Foundations,Hardscape,Mechanical_Systems",4,Large_portion_of_roof_missing/s,Double-hung,,,,,Olivia Cruz,,511356,Yes,,-98.5132795751606,29.425644643334
326,9d105b5c-4c92-47b0-a80f-49cee0ec6c86,3/8/2024 11:26:19 PM,,3/18/2024 4:11:44 PM,esteban.lopezochoa_utsa,3/8/2024 11:02:00 PM,,,,,,,,,Occupied,,Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Cracks_on_walls_and_or_porch_(s,other,Leaning_chimney_and_leaning_win",There’s a covering over the foundation but looks very uneven on east side; believe house is sloping a little,Severe,3,Pitched,,,"Metal,other",In back is asphalt,"80% metal in front, 20% asphalt shingles in back",Light grey / Silver,Fair,Single structure,,,"Yes, historic property without",,,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,Holes_large_cracks_gaps_and_pen,,Severe,Severe,Severe,Cannot tell,,Historic/Old,,No,,,,Wood,Single pane,,"15%, 10%, 15%","Trims,Iron_Bars,Screens",,,,Empty_casements_that_are_expose,,Severe,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,No_issues,,Good,Fair,Good,HVAC,,0-13,No,,No_issues,,Good,Chain-link,,,Severe,None,,,,"Grass,Deciduous_tree",1,No_issues,,Good,"Foundations,Exterior_walls,Gutters_&_Downspouts,Fence,Roof,Mechanical_Systems,Doors,Windows,Trees,Landscape,Hardscape",6,Missing_or_cracked_shingles_–_s,Single-hung,,"Leaned_or_slanted_(severe),Broken_or_missing_parts_(severe",,,Skylar Joiner (student),,511354,Yes,,-98.5144119702793,29.4235079825965
327,527249e9-cde6-4f43-a896-7f23e12360b4,3/8/2024 11:42:58 PM,,3/8/2024 11:42:58 PM,,3/5/2024 4:58:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Dodd (student),,708,No,,-98.5119927416607,29.4186122521674
328,1e588ac6-1f8e-404d-867a-1fb1f44ef325,3/8/2024 11:46:05 PM,,3/18/2024 4:10:53 PM,esteban.lopezochoa_utsa,3/8/2024 11:26:00 PM,,,,,,,,,other,"Can’t tell, but Olivia thinks notoccupied probably",Single family home,,1,Residential,,Detached (standalone),,,,No,,Pier and beam,,No,"Cracks_on_walls_and_or_porch_(s,Poor_drainage_around_the_house_,other",Looks like sloping some,Severe,1,Pitched,,,Asphalt_shingles,,100% asphalt,Dark (Grey/ Red/Blue/Brown),Good,Single structure,,,"Yes, historic property without",,,Gabble_Roof,,No,,,,,,,,"No_gutters_downspouts_and_hard_,Inadequate_roof_drainage:_E.g._",,Severe,,,Wood_siding_(board_and_batten_/,,White/Whitish,,,"Holes_large_cracks_gaps_and_pen,Holes_cracks_breaks_(severe)",,Severe,,Severe,Non-operable,,Historic/Old,,Cannot tell,,,,Wood,Single pane,,"20%, 15%, N/A, 15%","Trims,Screens",,,,"Empty_casements_that_are_expose,other","We debated fair oor severe, paints bad but can,t tell if can open them",Fair,Severe,Severe,Severe,Solid exterior doors,,Wood,,Iron gates,,,,other,Looks like sloping some w/ foundation,Severe,Fair,Severe,Window_AC_units,,3-11,No,,No_issues,,Fair,None,,,,None,,,,Grass,8,other,It’s a little high but not terribly,Fair,"Foundations,Exterior_walls,Windows,Gutters_&_Downspouts,Doors,Landscape,Roof,Mechanical_Systems,Trees,Hardscape,Fence",5,No_issues,Single-hung,,,,,Skylar Joiner (student),,511352,Yes,,-98.5147210110493,29.4235649795375
